SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CV_PCT_PREMIUM,DELTA,YIELD(YIELD_TYPE=YTM),CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS,ID,ID_ISIN,SECURITY_TYP,"CLASSIFICATION_NAME(BICS,2)",PAYMENT_RANK,YIELD(YIELD_TYPE=YTW),CV_COMMON_TICKER_EXCH,CV_CNVS_PX,CV_CNVS_RATIO,PARITY,AMT_OUTSTANDING_USD,DATA_SOURCE,CAST_PARENT_EQUITY_TICKER
Bond_789,B,102.67,2.25,Issuer_B,2027-05-01,EUR,,,3.3,US,102740000.0,N,Corporates,XS0000007897 Corp,XS0000007897,Bond,Industrial Products,Asset Backed,3.001,,,,,113014000.00000001,SYNTHETIC DEMO - not market data,DEMO789 US Equity
Bond_790,B,99.68,3.07,Issuer_A,2027-09-24,GBP,,,4.63,DE,322750000.0,N,Corporates,XS0000007905 Corp,XS0000007905,Bond,Industrial Services,Sr Non Preferred,3.929,,,,,419575000.0,SYNTHETIC DEMO - not market data,DEMO790 US Equity
Bond_791,NR,100.23,0.76,Issuer_C,2026-04-01,GBP,13.86,0.08,3.46,DE,170420000.0,Y,Corporates,XS0000007913 Corp,XS0000007913,Convertible,Insurance,Sr Preferred,2.748,DEMO791 US Equity,174.9274,5.7166573104042016,88.02915861584401,221546000.0,SYNTHETIC DEMO - not market data,DEMO791 US Equity
Bond_792,BBB,109.06,1.74,Issuer_C,2032-12-26,JPY,,,2.18,JP,465060000.0,N,Corporates,XS0000007921 Corp,XS0000007921,Bond,Materials,Sr Subordinated,1.508,,,,,3255420.0,SYNTHETIC DEMO - not market data,DEMO792 US Equity
Bond_793,A,93.96,4.23,Issuer_C,2031-02-19,GBP,,,0.83,DE,479190000.0,N,Corporates,XS0000007939 Corp,XS0000007939,Bond,Media,1st lien,-0.151,,,,,622947000.0,SYNTHETIC DEMO - not market data,DEMO793 US Equity
Bond_794,CCC,107.66,2.12,Issuer_C,2030-10-04,JPY,,,2.15,GB,218280000.0,N,Corporates,XS0000007947 Corp,XS0000007947,Bond,National,2nd lien,1.5,,,,,1527960.0,SYNTHETIC DEMO - not market data,DEMO794 US Equity
Bond_795,D,93.34,0.17,Issuer_C,2034-07-10,GBP,39.83,0.11,4.05,JP,405900000.0,Y,Corporates,XS0000007954 Corp,XS0000007954,Convertible,Oil & Gas,1.5 Lien,3.546,DEMO795 US Equity,192.4988,5.19483757820828,66.75248516055211,527670000.0,SYNTHETIC DEMO - not market data,DEMO795 US Equity
Bond_796,BBB,91.45,3.28,Issuer_C,2027-06-04,USD,,,1.59,US,372560000.0,N,Governments,XS0000007962 Corp,XS0000007962,Bond,Real Estate,Jr Subordinated,0.923,,,,,372560000.0,SYNTHETIC DEMO - not market data,DEMO796 US Equity
Bond_797,D,101.35,1.61,Issuer_B,2033-02-13,GBP,60.18,0.53,0.51,GB,372320000.0,Y,Corporates,XS0000007970 Corp,XS0000007970,Convertible,Regional & Local,Secured,-0.238,DEMO797 US Equity,95.146,10.510163327938116,63.272568360594335,484016000.0,SYNTHETIC DEMO - not market data,DEMO797 US Equity
Bond_798,CCC,103.64,2.18,Issuer_C,2028-04-02,JPY,49.87,0.99,2.11,US,253750000.0,Y,Corporates,XS0000007988 Corp,XS0000007988,Convertible,Renewable Energy,Sr Unsecured,1.44,DEMO798 US Equity,46.1588,21.664341360693953,69.15326616400881,1776250.0,SYNTHETIC DEMO - not market data,DEMO798 US Equity
Bond_799,CCC,94.73,0.11,Issuer_A,2035-10-01,JPY,,,1.42,JP,66650000.00000001,N,Corporates,XS0000007996 Corp,XS0000007996,Bond,Retail & Wholesale - Staples,Unsecured,0.729,,,,,466550.00000000006,SYNTHETIC DEMO - not market data,DEMO799 US Equity
Bond_800,B,102.9,0.35,Issuer_A,2031-12-10,GBP,31.72,0.35,0.4,GB,272220000.0,Y,Corporates,XS0000008002 Corp,XS0000008002,Convertible,Retail & Whsle - Discretionary,Asset Backed,-0.354,DEMO800 US Equity,73.1253,13.675157572003124,78.12025508654723,353886000.0,SYNTHETIC DEMO - not market data,DEMO800 US Equity
Bond_801,CCC,95.97,4.92,Issuer_D,2035-02-27,GBP,93.77,0.1,1.12,US,112430000.0,Y,Corporates,XS0000008010 Corp,XS0000008010,Convertible,Software & Tech Services,Sr Non Preferred,0.559,DEMO801 US Equity,153.6343,6.508963167730123,49.527790679671774,146159000.0,SYNTHETIC DEMO - not market data,DEMO801 US Equity
Bond_802,CCC,94.53,0.44,Issuer_C,2033-01-23,USD,,,1.3,US,99860000.0,N,Corporates,XS0000008028 Corp,XS0000008028,Bond,Supranationals,Sr Preferred,0.912,,,,,99860000.0,SYNTHETIC DEMO - not market data,DEMO802 US Equity
Bond_803,AA,95.27,3.44,Issuer_D,2029-12-06,EUR,,,2.92,US,106830000.0,N,Corporates,XS0000008036 Corp,XS0000008036,Bond,Tech Hardware & Semiconductors,Sr Subordinated,1.963,,,,,117513000.00000001,SYNTHETIC DEMO - not market data,DEMO803 US Equity
Bond_804,CCC,102.74,3.34,Issuer_B,2034-08-22,JPY,97.63,0.32,3.65,DE,91310000.0,Y,Corporates,XS0000008044 Corp,XS0000008044,Convertible,Telecommunications,1st lien,3.337,DEMO804 US Equity,195.6481,5.111217538018514,51.98603450893083,639170.0,SYNTHETIC DEMO - not market data,DEMO804 US Equity
Bond_805,AA,97.06,4.18,Issuer_B,2035-11-24,EUR,,,3.47,US,487290000.0,N,Corporates,XS0000008051 Corp,XS0000008051,Bond,Utilities,2nd lien,2.64,,,,,536019000.00000006,SYNTHETIC DEMO - not market data,DEMO805 US Equity
Bond_806,BBB,90.26,1.08,Issuer_D,2028-08-04,GBP,20.87,0.59,2.64,GB,392220000.0,Y,Corporates,XS0000008069 Corp,XS0000008069,Convertible,Banking,1.5 Lien,1.935,DEMO806 US Equity,184.0675,5.432789601640702,74.67527095226278,509886000.0,SYNTHETIC DEMO - not market data,DEMO806 US Equity
Bond_807,D,103.11,4.24,Issuer_A,2027-04-12,JPY,,,4.88,DE,401010000.0,N,Corporates,XS0000008077 Corp,XS0000008077,Bond,Consumer Discretionary Products,Jr Subordinated,4.586,,,,,2807070.0,SYNTHETIC DEMO - not market data,DEMO807 US Equity
Bond_808,AA,95.56,0.82,Issuer_C,2034-11-04,EUR,46.1,0.11,0.55,US,452340000.0,Y,Corporates,XS0000008085 Corp,XS0000008085,Convertible,Consumer Discretionary Services,Secured,-0.133,DEMO808 US Equity,51.9367,19.254207525699552,65.4072553045859,497574000.00000006,SYNTHETIC DEMO - not market data,DEMO808 US Equity
Bond_809,BB,90.57,3.31,Issuer_D,2030-05-04,USD,35.44,0.21,1.98,JP,278570000.0,Y,Corporates,XS0000008093 Corp,XS0000008093,Convertible,Consumer Staple Products,Sr Unsecured,1.396,DEMO809 US Equity,43.412,23.035105500783192,66.87093916125221,278570000.0,SYNTHETIC DEMO - not market data,DEMO809 US Equity
Bond_810,D,95.45,0.49,Issuer_D,2031-04-10,EUR,40.27,0.59,2.65,JP,283380000.0,Y,Corporates,XS0000008101 Corp,XS0000008101,Convertible,Financial Services,Unsecured,1.718,DEMO810 US Equity,29.154,34.30061055086781,68.04733727810651,311718000.0,SYNTHETIC DEMO - not market data,DEMO810 US Equity
Bond_811,AAA,102.93,4.79,Issuer_B,2026-01-02,GBP,23.88,0.53,1.38,JP,226360000.0,Y,Corporates,XS0000008119 Corp,XS0000008119,Convertible,Health Care,Asset Backed,1.16,DEMO811 US Equity,77.2146,12.950918608656911,83.08847271553117,294268000.0,SYNTHETIC DEMO - not market data,DEMO811 US Equity
Bond_812,BBB,104.68,4.4,Issuer_C,2032-04-06,EUR,34.76,0.29,2.98,US,92410000.0,Y,Corporates,XS0000008127 Corp,XS0000008127,Convertible,Industrial Products,Sr Non Preferred,2.767,DEMO812 US Equity,59.8157,16.71801884789445,77.67883644998517,101651000.00000001,SYNTHETIC DEMO - not market data,DEMO812 US Equity
Bond_813,BB,107.05,3.44,Issuer_B,2030-11-03,EUR,,,0.94,JP,113830000.0,N,Corporates,XS0000008135 Corp,XS0000008135,Bond,Industrial Services,Sr Preferred,0.116,,,,,125213000.00000001,SYNTHETIC DEMO - not market data,DEMO813 US Equity
Bond_814,D,98.56,0.1,Issuer_C,2026-03-22,USD,59.4,0.97,2.92,JP,442950000.0,Y,Corporates,XS0000008143 Corp,XS0000008143,Convertible,Insurance,Sr Subordinated,2.911,DEMO814 US Equity,196.604,5.086366503224756,61.831869510665,442950000.0,SYNTHETIC DEMO - not market data,DEMO814 US Equity
Bond_815,AA,90.9,0.09,Issuer_C,2028-09-17,EUR,,,3.77,US,95000000.0,N,Corporates,XS0000008150 Corp,XS0000008150,Bond,Materials,1st lien,3.087,,,,,104500000.00000001,SYNTHETIC DEMO - not market data,DEMO815 US Equity
Bond_816,D,99.81,1.75,Issuer_C,2035-08-09,GBP,,,2.29,GB,185510000.0,N,Governments,XS0000008168 Corp,XS0000008168,Bond,Media,2nd lien,1.969,,,,,241163000.0,SYNTHETIC DEMO - not market data,DEMO816 US Equity
Bond_817,NR,105.49,4.28,Issuer_D,2026-05-22,USD,,,0.74,JP,435320000.0,N,Corporates,XS0000008176 Corp,XS0000008176,Bond,National,1.5 Lien,-0.176,,,,,435320000.0,SYNTHETIC DEMO - not market data,DEMO817 US Equity
Bond_818,B,99.96,1.22,Issuer_D,2030-04-24,USD,19.38,0.95,3.19,GB,444710000.0,Y,Corporates,XS0000008184 Corp,XS0000008184,Convertible,Oil & Gas,Jr Subordinated,2.804,DEMO818 US Equity,190.0978,5.260450147239999,83.73261852906684,444710000.0,SYNTHETIC DEMO - not market data,DEMO818 US Equity
Bond_819,NR,93.5,4.55,Issuer_C,2030-07-19,JPY,,,4.73,GB,189200000.0,N,Corporates,XS0000008192 Corp,XS0000008192,Bond,Real Estate,Secured,4.284,,,,,1324400.0,SYNTHETIC DEMO - not market data,DEMO819 US Equity
Bond_820,NR,104.04,4.17,Issuer_A,2031-08-19,GBP,28.84,0.97,2.49,DE,259839999.99999997,Y,Corporates,XS0000008200 Corp,XS0000008200,Convertible,Regional & Local,Sr Unsecured,1.592,DEMO820 US Equity,27.8933,35.850903263507725,80.75131946600435,337792000.0,SYNTHETIC DEMO - not market data,DEMO820 US Equity
Bond_821,NR,109.33,3.12,Issuer_B,2029-08-10,USD,79.98,0.02,0.2,GB,421460000.0,Y,Corporates,XS0000008218 Corp,XS0000008218,Convertible,Renewable Energy,Unsecured,0.135,DEMO821 US Equity,21.3195,46.905415230188325,60.74563840426714,421460000.0,SYNTHETIC DEMO - not market data,DEMO821 US Equity
Bond_822,AAA,99.77,0.03,Issuer_C,2035-01-02,GBP,13.77,0.88,3.93,DE,479160000.0,Y,Corporates,XS0000008226 Corp,XS0000008226,Convertible,Retail & Wholesale - Staples,Asset Backed,2.954,DEMO822 US Equity,146.4937,6.8262321178316885,87.69447130174915,622908000.0,SYNTHETIC DEMO - not market data,DEMO822 US Equity
Bond_823,A,109.92,0.98,Issuer_A,2029-04-02,JPY,,,4.66,DE,415270000.0,N,Corporates,XS0000008234 Corp,XS0000008234,Bond,Retail & Whsle - Discretionary,Sr Non Preferred,4.328,,,,,2906890.0,SYNTHETIC DEMO - not market data,DEMO823 US Equity
Bond_824,CCC,97.98,4.52,Issuer_C,2029-10-10,EUR,,,2.82,GB,411970000.0,N,Corporates,XS0000008242 Corp,XS0000008242,Bond,Software & Tech Services,Sr Preferred,2.732,,,,,453167000.00000006,SYNTHETIC DEMO - not market data,DEMO824 US Equity
Bond_825,BBB,95.0,2.08,Issuer_B,2029-05-03,GBP,56.67,0.63,2.73,JP,402080000.0,Y,Corporates,XS0000008259 Corp,XS0000008259,Convertible,Supranationals,Sr Subordinated,1.936,DEMO825 US Equity,29.7683,33.592781583093426,60.63700772323993,522704000.0,SYNTHETIC DEMO - not market data,DEMO825 US Equity
Bond_826,AA,92.77,2.21,Issuer_C,2033-11-23,GBP,,,2.34,JP,259950000.0,N,Governments,XS0000008267 Corp,XS0000008267,Bond,Tech Hardware & Semiconductors,1st lien,1.907,,,,,337935000.0,SYNTHETIC DEMO - not market data,DEMO826 US Equity
Bond_827,D,90.55,2.79,Issuer_D,2026-03-20,GBP,,,3.93,GB,107270000.0,N,Corporates,XS0000008275 Corp,XS0000008275,Bond,Telecommunications,2nd lien,3.913,,,,,139451000.0,SYNTHETIC DEMO - not market data,DEMO827 US Equity
Bond_828,AAA,105.11,1.96,Issuer_D,2035-01-15,JPY,,,4.2,US,74610000.0,N,Corporates,XS0000008283 Corp,XS0000008283,Bond,Utilities,1.5 Lien,3.527,,,,,522270.0,SYNTHETIC DEMO - not market data,DEMO828 US Equity
Bond_829,B,101.89,4.11,Issuer_D,2030-01-04,USD,70.16,0.52,2.81,JP,111380000.0,Y,Corporates,XS0000008291 Corp,XS0000008291,Convertible,Banking,Jr Subordinated,2.169,DEMO829 US Equity,116.2702,8.600656058044107,59.87893747061589,111380000.0,SYNTHETIC DEMO - not market data,DEMO829 US Equity
Bond_830,BB,102.56,3.6,Issuer_A,2032-10-23,EUR,11.47,0.0,3.02,US,283920000.0,Y,Corporates,XS0000008309 Corp,XS0000008309,Convertible,Consumer Discretionary Products,Secured,2.233,DEMO830 US Equity,39.1044,25.57256983868823,92.00681797793128,312312000.0,SYNTHETIC DEMO - not market data,DEMO830 US Equity
Bond_831,BBB,92.07,0.12,Issuer_D,2031-01-04,GBP,40.46,0.98,4.1,GB,419760000.0,Y,Corporates,XS0000008317 Corp,XS0000008317,Convertible,Consumer Discretionary Services,Sr Unsecured,3.567,DEMO831 US Equity,105.3178,9.495071108587531,65.5489107219137,545688000.0,SYNTHETIC DEMO - not market data,DEMO831 US Equity
Bond_832,AA,98.65,3.18,Issuer_B,2027-12-22,EUR,,,0.85,DE,264269999.99999997,N,Corporates,XS0000008325 Corp,XS0000008325,Bond,Consumer Staple Products,Unsecured,0.173,,,,,290697000.0,SYNTHETIC DEMO - not market data,DEMO832 US Equity
Bond_833,BB,103.35,4.8,Issuer_D,2030-11-09,JPY,,,1.93,US,258779999.99999997,N,Corporates,XS0000008333 Corp,XS0000008333,Bond,Financial Services,Asset Backed,1.016,,,,,1811459.9999999998,SYNTHETIC DEMO - not market data,DEMO833 US Equity
Bond_834,A,90.56,2.29,Issuer_D,2025-10-10,USD,,,3.23,JP,69180000.0,N,Corporates,XS0000008341 Corp,XS0000008341,Bond,Health Care,Sr Non Preferred,2.435,,,,,69180000.0,SYNTHETIC DEMO - not market data,DEMO834 US Equity
Bond_835,A,99.36,3.62,Issuer_C,2025-03-12,EUR,,,1.74,JP,280870000.0,N,Corporates,XS0000008358 Corp,XS0000008358,Bond,Industrial Products,Sr Preferred,1.011,,,,,308957000.0,SYNTHETIC DEMO - not market data,DEMO835 US Equity
Bond_836,A,97.04,3.6,Issuer_C,2032-12-28,EUR,27.83,0.76,1.51,JP,80690000.0,Y,Corporates,XS0000008366 Corp,XS0000008366,Convertible,Industrial Services,Sr Subordinated,0.561,DEMO836 US Equity,87.1635,11.472692124570491,75.91332238128766,88759000.0,SYNTHETIC DEMO - not market data,DEMO836 US Equity
Bond_837,CCC,109.25,3.03,Issuer_B,2034-12-17,GBP,,,0.65,GB,314980000.0,N,Corporates,XS0000008374 Corp,XS0000008374,Bond,Insurance,1st lien,-0.297,,,,,409474000.0,SYNTHETIC DEMO - not market data,DEMO837 US Equity
Bond_838,CCC,91.35,0.15,Issuer_B,2028-02-22,USD,,,2.5,JP,195650000.0,N,Corporates,XS0000008382 Corp,XS0000008382,Bond,Materials,2nd lien,2.195,,,,,195650000.0,SYNTHETIC DEMO - not market data,DEMO838 US Equity
Bond_839,BBB,92.11,4.4,Issuer_D,2031-02-02,GBP,11.45,0.85,0.36,GB,322940000.0,Y,Corporates,XS0000008390 Corp,XS0000008390,Convertible,Media,1.5 Lien,-0.544,DEMO839 US Equity,154.6934,6.464399903292578,82.64692687303723,419822000.0,SYNTHETIC DEMO - not market data,DEMO839 US Equity
Bond_840,A,96.42,3.49,Issuer_D,2027-11-19,EUR,19.57,0.49,3.39,DE,140540000.0,Y,Corporates,XS0000008408 Corp,XS0000008408,Convertible,National,Jr Subordinated,3.196,DEMO840 US Equity,170.2547,5.873552976804752,80.63895625993142,154594000.0,SYNTHETIC DEMO - not market data,DEMO840 US Equity
Bond_841,CCC,106.28,4.04,Issuer_B,2026-10-01,USD,20.35,0.81,4.47,GB,398470000.0,Y,Corporates,XS0000008416 Corp,XS0000008416,Convertible,Oil & Gas,Secured,3.92,DEMO841 US Equity,103.0277,9.706127575399625,88.30909846281678,398470000.0,SYNTHETIC DEMO - not market data,DEMO841 US Equity
Bond_842,B,93.71,3.65,Issuer_D,2028-04-19,JPY,50.09,0.36,4.5,DE,410720000.0,Y,Corporates,XS0000008424 Corp,XS0000008424,Convertible,Real Estate,Sr Unsecured,3.845,DEMO842 US Equity,43.0787,23.21332816449893,62.43587181024718,2875040.0,SYNTHETIC DEMO - not market data,DEMO842 US Equity
Bond_843,CCC,102.51,4.37,Issuer_A,2027-09-10,USD,,,0.59,DE,73170000.0,N,Corporates,XS0000008432 Corp,XS0000008432,Bond,Regional & Local,Unsecured,0.284,,,,,73170000.0,SYNTHETIC DEMO - not market data,DEMO843 US Equity
Bond_844,AAA,94.48,4.7,Issuer_C,2031-12-12,USD,,,4.36,DE,485650000.0,N,Corporates,XS0000008440 Corp,XS0000008440,Bond,Renewable Energy,Asset Backed,3.776,,,,,485650000.0,SYNTHETIC DEMO - not market data,DEMO844 US Equity
Bond_845,NR,101.51,4.27,Issuer_C,2031-10-02,USD,58.28,0.94,4.92,US,64519999.99999999,Y,Corporates,XS0000008457 Corp,XS0000008457,Convertible,Retail & Wholesale - Staples,Sr Non Preferred,4.556,DEMO845 US Equity,121.7994,8.210221068412487,64.1331817033106,64519999.99999999,SYNTHETIC DEMO - not market data,DEMO845 US Equity
Bond_846,BB,94.01,4.44,Issuer_A,2027-04-18,GBP,,,4.62,US,156030000.0,N,Governments,XS0000008465 Corp,XS0000008465,Bond,Retail & Whsle - Discretionary,Sr Preferred,4.184,,,,,202839000.0,SYNTHETIC DEMO - not market data,DEMO846 US Equity
Bond_847,AAA,96.92,0.35,Issuer_D,2034-12-20,USD,88.75,0.48,0.65,US,96830000.0,Y,Corporates,XS0000008473 Corp,XS0000008473,Convertible,Software & Tech Services,Sr Subordinated,0.516,DEMO847 US Equity,171.2198,5.840446023181898,51.34834437086093,96830000.0,SYNTHETIC DEMO - not market data,DEMO847 US Equity
Bond_848,NR,94.5,1.75,Issuer_D,2029-04-01,USD,,,0.13,DE,290380000.0,N,Corporates,XS0000008481 Corp,XS0000008481,Bond,Supranationals,1st lien,-0.046,,,,,290380000.0,SYNTHETIC DEMO - not market data,DEMO848 US Equity
Bond_849,AAA,101.05,0.26,Issuer_D,2027-07-23,JPY,,,2.75,US,247080000.0,N,Corporates,XS0000008499 Corp,XS0000008499,Bond,Tech Hardware & Semiconductors,2nd lien,2.143,,,,,1729560.0,SYNTHETIC DEMO - not market data,DEMO849 US Equity
Bond_850,B,93.87,2.18,Issuer_A,2028-04-03,USD,,,1.14,US,495920000.0,N,Corporates,XS0000008507 Corp,XS0000008507,Bond,Telecommunications,1.5 Lien,0.298,,,,,495920000.0,SYNTHETIC DEMO - not market data,DEMO850 US Equity
Bond_851,BBB,106.25,0.38,Issuer_B,2032-03-10,USD,31.41,0.6,4.45,GB,108370000.0,Y,Corporates,XS0000008515 Corp,XS0000008515,Convertible,Utilities,Jr Subordinated,4.31,DEMO851 US Equity,174.5685,5.728410337489295,80.85381630012937,108370000.0,SYNTHETIC DEMO - not market data,DEMO851 US Equity
Bond_852,D,103.15,3.28,Issuer_A,2029-09-07,JPY,,,3.53,GB,453940000.0,N,Corporates,XS0000008523 Corp,XS0000008523,Bond,Banking,Secured,3.023,,,,,3177580.0,SYNTHETIC DEMO - not market data,DEMO852 US Equity
Bond_853,D,104.26,4.71,Issuer_C,2035-04-17,GBP,31.89,0.54,0.52,GB,455190000.0,Y,Corporates,XS0000008531 Corp,XS0000008531,Convertible,Consumer Discretionary Products,Sr Unsecured,-0.062,DEMO853 US Equity,25.615,39.039625219597895,79.05072408825536,591747000.0,SYNTHETIC DEMO - not market data,DEMO853 US Equity
Bond_854,BB,91.57,4.56,Issuer_B,2029-12-18,EUR,,,0.61,DE,66140000.0,N,Corporates,XS0000008549 Corp,XS0000008549,Bond,Consumer Discretionary Services,Unsecured,0.138,,,,,72754000.0,SYNTHETIC DEMO - not market data,DEMO854 US Equity
Bond_855,D,103.0,2.27,Issuer_A,2025-08-27,USD,27.03,0.59,1.5,US,76870000.0,Y,Corporates,XS0000008556 Corp,XS0000008556,Convertible,Consumer Staple Products,Asset Backed,1.134,DEMO855 US Equity,159.5355,6.268197360462091,81.08320869086043,76870000.0,SYNTHETIC DEMO - not market data,DEMO855 US Equity
Bond_856,D,90.38,1.91,Issuer_D,2025-04-07,JPY,,,0.92,JP,289620000.0,N,Governments,XS0000008564 Corp,XS0000008564,Bond,Financial Services,Sr Non Preferred,0.523,,,,,2027340.0,SYNTHETIC DEMO - not market data,DEMO856 US Equity
Bond_857,AAA,100.83,1.74,Issuer_A,2034-06-27,GBP,,,4.05,DE,390760000.0,N,Corporates,XS0000008572 Corp,XS0000008572,Bond,Health Care,Sr Preferred,3.548,,,,,507988000.0,SYNTHETIC DEMO - not market data,DEMO857 US Equity
Bond_858,CCC,107.31,3.91,Issuer_A,2026-09-13,GBP,,,4.29,JP,240730000.0,N,Corporates,XS0000008580 Corp,XS0000008580,Bond,Industrial Products,Sr Subordinated,3.627,,,,,312949000.0,SYNTHETIC DEMO - not market data,DEMO858 US Equity
Bond_859,A,109.21,2.34,Issuer_B,2027-01-09,GBP,,,0.43,DE,397100000.0,N,Corporates,XS0000008598 Corp,XS0000008598,Bond,Industrial Services,1st lien,-0.418,,,,,516230000.0,SYNTHETIC DEMO - not market data,DEMO859 US Equity
Bond_860,B,101.42,0.19,Issuer_C,2030-05-22,GBP,,,3.91,US,105940000.0,N,Corporates,XS0000008606 Corp,XS0000008606,Bond,Insurance,2nd lien,3.103,,,,,137722000.0,SYNTHETIC DEMO - not market data,DEMO860 US Equity
Bond_861,BB,106.95,2.22,Issuer_A,2032-01-15,USD,,,4.83,JP,336980000.0,N,Governments,XS0000008614 Corp,XS0000008614,Bond,Materials,1.5 Lien,4.216,,,,,336980000.0,SYNTHETIC DEMO - not market data,DEMO861 US Equity
Bond_862,CCC,91.17,4.69,Issuer_C,2034-09-11,USD,44.04,0.26,3.93,GB,441070000.0,Y,Corporates,XS0000008622 Corp,XS0000008622,Convertible,Media,Jr Subordinated,3.416,DEMO862 US Equity,49.8518,20.059456228260565,63.29491807831158,441070000.0,SYNTHETIC DEMO - not market data,DEMO862 US Equity
Bond_863,BBB,102.61,0.73,Issuer_A,2028-02-21,USD,18.43,0.51,2.2,GB,68880000.0,Y,Corporates,XS0000008630 Corp,XS0000008630,Convertible,National,Secured,1.841,DEMO863 US Equity,107.0306,9.343122434145,86.64189816769401,68880000.0,SYNTHETIC DEMO - not market data,DEMO863 US Equity
Bond_864,AAA,109.03,4.96,Issuer_C,2025-11-28,GBP,54.04,0.04,1.17,US,84870000.0,Y,Corporates,XS0000008648 Corp,XS0000008648,Convertible,Oil & Gas,Sr Unsecured,0.809,DEMO864 US Equity,183.3907,5.452839211584884,70.78031680083096,110331000.0,SYNTHETIC DEMO - not market data,DEMO864 US Equity
Bond_865,AA,100.22,1.18,Issuer_C,2034-06-27,JPY,,,0.36,JP,444130000.0,N,Corporates,XS0000008655 Corp,XS0000008655,Bond,Real Estate,Unsecured,-0.161,,,,,3108910.0,SYNTHETIC DEMO - not market data,DEMO865 US Equity
Bond_866,AAA,96.53,3.94,Issuer_C,2031-11-12,JPY,94.25,0.29,0.16,GB,70070000.0,Y,Corporates,XS0000008663 Corp,XS0000008663,Convertible,Regional & Local,Asset Backed,-0.675,DEMO866 US Equity,169.3365,5.905401375367981,49.693693693693696,490490.0,SYNTHETIC DEMO - not market data,DEMO866 US Equity
Bond_867,AAA,92.12,1.06,Issuer_C,2033-12-25,GBP,93.99,0.38,2.91,DE,221490000.0,Y,Corporates,XS0000008671 Corp,XS0000008671,Convertible,Renewable Energy,Sr Non Preferred,2.393,DEMO867 US Equity,170.3844,5.869081911254786,47.48698386514769,287937000.0,SYNTHETIC DEMO - not market data,DEMO867 US Equity
Bond_868,AA,109.17,4.96,Issuer_D,2033-12-04,USD,60.71,0.66,2.6,GB,171130000.0,Y,Corporates,XS0000008689 Corp,XS0000008689,Convertible,Retail & Wholesale - Staples,Sr Preferred,1.996,DEMO868 US Equity,106.7798,9.365067175626852,67.92981146163898,171130000.0,SYNTHETIC DEMO - not market data,DEMO868 US Equity
Bond_869,BBB,96.57,4.0,Issuer_C,2028-08-11,USD,,,3.47,JP,379760000.0,N,Corporates,XS0000008697 Corp,XS0000008697,Bond,Retail & Whsle - Discretionary,Sr Subordinated,3.283,,,,,379760000.0,SYNTHETIC DEMO - not market data,DEMO869 US Equity
Bond_870,B,91.59,2.8,Issuer_A,2030-11-16,EUR,,,2.24,JP,153390000.0,N,Corporates,XS0000008705 Corp,XS0000008705,Bond,Software & Tech Services,1st lien,1.878,,,,,168729000.0,SYNTHETIC DEMO - not market data,DEMO870 US Equity
Bond_871,NR,94.9,4.55,Issuer_B,2034-05-26,GBP,34.16,0.12,2.04,DE,309210000.0,Y,Corporates,XS0000008713 Corp,XS0000008713,Convertible,Supranationals,2nd lien,1.922,DEMO871 US Equity,149.1145,6.7062559308450895,70.73643410852713,401973000.0,SYNTHETIC DEMO - not market data,DEMO871 US Equity
Bond_872,A,107.53,0.08,Issuer_A,2031-05-25,JPY,74.29,0.13,0.17,JP,60770000.0,Y,Corporates,XS0000008721 Corp,XS0000008721,Convertible,Tech Hardware & Semiconductors,1.5 Lien,-0.663,DEMO872 US Equity,49.0243,20.39804749889341,61.696023868265534,425390.0,SYNTHETIC DEMO - not market data,DEMO872 US Equity
Bond_873,AA,92.65,4.33,Issuer_D,2031-06-05,JPY,69.69,0.24,1.47,GB,453840000.0,Y,Corporates,XS0000008739 Corp,XS0000008739,Convertible,Telecommunications,Jr Subordinated,1.414,DEMO873 US Equity,123.0085,8.129519504749672,54.59956391066063,3176880.0,SYNTHETIC DEMO - not market data,DEMO873 US Equity
Bond_874,AA,109.88,0.23,Issuer_C,2032-07-21,JPY,,,3.7,JP,180180000.0,N,Corporates,XS0000008747 Corp,XS0000008747,Bond,Utilities,Secured,2.98,,,,,1261260.0,SYNTHETIC DEMO - not market data,DEMO874 US Equity
Bond_875,A,104.67,3.62,Issuer_A,2027-01-19,GBP,,,3.37,JP,220720000.0,N,Corporates,XS0000008754 Corp,XS0000008754,Bond,Banking,Sr Unsecured,2.708,,,,,286936000.0,SYNTHETIC DEMO - not market data,DEMO875 US Equity
Bond_876,A,100.17,2.94,Issuer_A,2028-05-16,GBP,,,0.24,JP,178370000.0,N,Governments,XS0000008762 Corp,XS0000008762,Bond,Consumer Discretionary Products,Unsecured,-0.043,,,,,231881000.0,SYNTHETIC DEMO - not market data,DEMO876 US Equity
Bond_877,B,105.15,4.77,Issuer_A,2028-07-17,GBP,,,2.88,GB,94760000.0,N,Corporates,XS0000008770 Corp,XS0000008770,Bond,Consumer Discretionary Services,Asset Backed,2.794,,,,,123188000.0,SYNTHETIC DEMO - not market data,DEMO877 US Equity
