SECURITY_DES,BB_COMPOSITE,PX_LAST,CPN,LONG_COMP_NAME,MATURITY,CRNCY,CNV_PREM,DELTA,YLD_YTM_MID,CNTRY_OF_RISK,AMT_OUTSTANDING,CONVERTIBLE,SRCH_ASSET_CLASS
Bond_812,AA,100.69,4.86,Issuer_D,2035-11-23,EUR,33.98,0.12,0.25,FR,697000000,N,Governments
Bond_813,AA,103.68,1.08,Issuer_D,2025-10-09,GBP,77.08,0.41,4.35,US,225000000,Y,Corporates
Bond_815,A,95.63,2.11,Issuer_B,2033-04-08,EUR,96.19,0.98,3.14,FR,456000000,Y,Corporates
Bond_816,A,108.7,1.3,Issuer_B,2025-02-13,USD,84.39,0.33,4.17,US,803000000,Y,Corporates
Bond_817,BB,100.79,1.07,Issuer_B,2028-04-26,GBP,98.41,0.87,0.29,FR,658000000,Y,Corporates
Bond_818,BBB,100.48,0.7,Issuer_B,2026-12-15,JPY,30.97,0.72,4.11,DE,189000000,Y,Corporates
Bond_819,BB,95.07,3.89,Issuer_B,2028-01-10,USD,10.32,0.54,2.35,DE,750000000,Y,Corporates
Bond_820,A,94.36,0.14,Issuer_A,2034-10-27,GBP,67.68,0.87,0.46,GB,105000000,N,Governments
Bond_821,BBB,94.09,1.86,Issuer_C,2032-04-26,EUR,86.57,0.31,1.19,JP,238000000,Y,Corporates
Bond_822,AAA,104.33,0.46,Issuer_A,2026-04-27,EUR,70.74,0.34,0.64,FR,95000000,N,Governments
Bond_823,AA,106.63,4.01,Issuer_A,2032-11-15,GBP,60.25,0.53,3.25,DE,590000000,Y,Corporates
Bond_824,BBB,99.41,1.35,Issuer_A,2030-02-15,GBP,59.58,0.12,2.6,US,108000000,N,Governments
Bond_826,B,100.09,1.35,Issuer_D,2027-01-10,JPY,48.31,0.22,2.84,GB,971000000,N,Corporates
Bond_827,B,96.65,4.89,Issuer_C,2030-07-22,GBP,36.97,0.29,3.66,GB,887000000,Y,Corporates
Bond_828,B,96.81,4.4,Issuer_A,2029-06-16,EUR,44.94,0.93,3.3,GB,47000000,Y,Corporates
Bond_829,BB,108.55,3.96,Issuer_D,2034-09-10,GBP,82.14,0.76,1.83,FR,108000000,Y,Corporates
Bond_830,B,94.63,1.71,Issuer_C,2034-06-21,JPY,73.28,0.45,4.56,GB,153000000,N,Corporates
Bond_831,AA,97.79,3.78,Issuer_B,2034-03-27,JPY,75.03,0.87,2.37,US,973000000,Y,Corporates
Bond_832,AA,96.95,4.89,Issuer_D,2032-01-25,USD,44.43,0.77,3.29,FR,687000000,N,Corporates
Bond_833,B,94.73,1.47,Issuer_D,2035-03-13,GBP,17.94,0.64,0.01,JP,179000000,N,Governments
Bond_835,BB,106.4,4.25,Issuer_A,2025-07-12,EUR,54.28,0.63,3.49,FR,312000000,N,Corporates
Bond_836,CCC,98.36,3.18,Issuer_B,2027-11-21,USD,93.53,0.95,3.59,FR,772000000,Y,Corporates
Bond_838,AA,107.87,1.63,Issuer_A,2026-02-06,GBP,51.52,0.16,1.97,DE,419000000,Y,Corporates
Bond_839,A,96.74,0.47,Issuer_D,2033-01-11,JPY,26.34,0.05,1.95,GB,623000000,Y,Corporates
Bond_840,CCC,90.58,3.95,Issuer_D,2028-02-22,EUR,38.61,0.29,3.04,JP,926000000,Y,Corporates
Bond_841,AAA,92.88,1.08,Issuer_D,2026-04-05,EUR,45.33,0.34,3.11,DE,25000000,Y,Corporates
Bond_842,BB,91.36,2.74,Issuer_A,2035-11-07,EUR,95.57,0.61,3.22,DE,717000000,N,Corporates
Bond_843,CCC,91.83,3.76,Issuer_A,2034-10-18,JPY,53.96,0.56,1.73,GB,89000000,N,Governments
Bond_844,AAA,90.57,4.86,Issuer_A,2027-05-15,JPY,19.89,0.69,4.32,JP,224000000,Y,Corporates
Bond_845,AA,110.0,2.23,Issuer_D,2026-12-23,EUR,29.62,0.8,4.51,US,720000000,N,Corporates
Bond_847,AAA,100.5,1.03,Issuer_A,2035-07-16,EUR,56.01,0.14,2.83,US,766000000,Y,Corporates
Bond_848,BB,90.78,1.12,Issuer_B,2034-07-02,JPY,81.09,0.58,1.32,GB,529000000,N,Corporates
Bond_849,AA,101.52,4.15,Issuer_A,2028-06-20,USD,29.77,0.68,2.36,GB,862000000,N,Governments
Bond_850,CCC,107.89,0.07,Issuer_D,2028-10-07,EUR,9.2,0.82,3.91,US,187000000,Y,Corporates
Bond_851,AA,109.53,3.22,Issuer_A,2030-11-26,GBP,98.54,0.53,2.55,DE,438000000,Y,Corporates
Bond_852,CCC,107.35,1.64,Issuer_A,2025-10-19,JPY,44.14,0.63,0.21,US,13000000,N,Governments
Bond_853,AA,107.0,0.9,Issuer_B,2026-03-20,JPY,73.82,0.2,2.58,DE,573000000,N,Governments
Bond_854,AAA,108.62,3.17,Issuer_D,2025-09-02,JPY,43.38,0.39,0.36,GB,38000000,N,Corporates
Bond_855,B,91.91,3.03,Issuer_B,2033-07-03,EUR,5.54,0.9,0.83,FR,203000000,N,Governments
Bond_857,BB,92.74,0.73,Issuer_B,2035-06-20,GBP,82.11,0.18,2.32,JP,487000000,Y,Corporates
Bond_858,AAA,109.42,1.9,Issuer_C,2028-10-01,JPY,89.8,0.8,4.38,FR,961000000,N,Governments
Bond_861,AA,92.1,0.31,Issuer_A,2034-09-19,GBP,90.98,0.09,1.72,DE,829000000,Y,Corporates
Bond_862,BBB,98.73,2.65,Issuer_C,2035-09-25,EUR,3.77,0.05,0.56,US,933000000,Y,Corporates
Bond_863,AA,97.89,4.42,Issuer_C,2033-05-08,USD,53.16,0.42,2.56,US,78000000,N,Corporates
Bond_864,AA,106.24,0.64,Issuer_C,2031-04-01,GBP,64.13,0.19,1.67,FR,603000000,N,Governments
Bond_865,BBB,97.55,1.96,Issuer_C,2027-05-21,GBP,59.24,0.75,3.09,US,996000000,N,Governments
Bond_866,A,94.62,2.56,Issuer_A,2034-10-12,EUR,37.9,0.29,1.73,JP,300000000,Y,Corporates
Bond_867,BBB,97.72,3.93,Issuer_D,2033-12-11,GBP,58.79,0.58,3.97,DE,152000000,Y,Corporates
Bond_868,BBB,95.52,3.55,Issuer_C,2033-08-22,USD,19.72,0.65,3.06,FR,50000000,Y,Corporates
Bond_869,BBB,107.0,0.86,Issuer_B,2028-09-08,GBP,40.87,0.63,3.81,US,700000000,Y,Corporates
Bond_870,CCC,99.04,0.52,Issuer_A,2026-03-07,GBP,82.87,0.44,2.92,US,482000000,Y,Corporates
Bond_871,B,92.75,0.77,Issuer_A,2029-02-24,EUR,37.09,0.73,4.42,GB,888000000,Y,Corporates
Bond_873,A,106.72,2.36,Issuer_D,2027-07-24,EUR,80.35,0.73,2.92,FR,630000000,Y,Corporates
Bond_874,B,90.33,3.54,Issuer_A,2034-11-13,JPY,87.33,0.9,1.19,GB,955000000,Y,Corporates
Bond_875,BB,97.98,3.62,Issuer_D,2025-08-19,JPY,94.51,0.62,1.34,FR,398000000,Y,Corporates
Bond_876,BBB,90.19,1.31,Issuer_A,2031-11-08,USD,22.61,0.35,2.69,DE,178000000,Y,Corporates
Bond_877,B,109.35,0.74,Issuer_B,2028-04-28,JPY,90.19,0.87,3.33,FR,636000000,N,Corporates
Bond_878,BB,95.96,2.86,Issuer_A,2029-09-07,EUR,96.61,0.64,0.53,US,22000000,Y,Corporates
Bond_879,BBB,107.25,3.8,Issuer_A,2035-08-20,USD,30.66,0.63,1.7,JP,676000000,N,Corporates
Bond_880,CCC,93.78,2.28,Issuer_C,2034-02-04,JPY,92.17,0.05,2.26,JP,941000000,N,Governments
Bond_882,AAA,106.13,0.92,Issuer_B,2027-09-11,JPY,29.46,0.06,2.3,US,633000000,N,Governments
Bond_883,A,94.0,2.28,Issuer_C,2033-02-02,GBP,0.18,0.38,4.63,JP,739000000,N,Governments
Bond_884,B,106.06,3.99,Issuer_A,2032-09-13,USD,90.26,0.67,2.07,JP,421000000,Y,Corporates
Bond_885,AAA,108.59,2.4,Issuer_B,2025-06-13,JPY,15.02,0.69,0.58,FR,788000000,Y,Corporates
Bond_887,CCC,106.61,1.1,Issuer_A,2033-06-05,GBP,20.84,0.58,2.46,JP,749000000,Y,Corporates
Bond_888,CCC,108.28,1.69,Issuer_C,2028-06-07,JPY,66.39,0.08,3.24,JP,195000000,N,Governments
Bond_889,CCC,95.41,4.78,Issuer_C,2028-09-27,EUR,61.38,0.43,3.91,GB,972000000,Y,Corporates
Bond_890,BBB,106.0,0.74,Issuer_A,2030-05-23,USD,51.72,0.45,2.57,US,151000000,Y,Corporates
Bond_891,B,98.95,4.07,Issuer_C,2032-05-10,EUR,33.18,0.61,1.49,FR,978000000,Y,Corporates
Bond_892,BBB,95.42,0.02,Issuer_A,2025-06-26,EUR,28.26,0.79,0.29,JP,237000000,Y,Corporates
Bond_893,CCC,104.26,3.7,Issuer_C,2030-06-22,JPY,56.82,0.39,3.35,GB,966000000,N,Governments
Bond_895,AAA,97.63,0.03,Issuer_A,2029-06-10,JPY,77.56,0.75,4.43,DE,115000000,N,Governments
Bond_896,CCC,101.06,0.92,Issuer_A,2031-03-22,EUR,35.36,0.95,4.7,DE,264000000,N,Corporates
Bond_897,CCC,94.84,3.46,Issuer_C,2029-05-24,EUR,2.14,0.09,0.02,JP,321000000,Y,Corporates
Bond_898,BBB,103.97,2.0,Issuer_D,2026-11-21,GBP,18.96,0.24,3.01,US,232000000,N,Governments
Bond_899,CCC,95.05,1.29,Issuer_D,2030-08-24,GBP,69.73,1.0,2.29,DE,971000000,Y,Corporates
Bond_900,BB,109.0,4.8,Issuer_D,2033-09-23,JPY,71.36,0.61,2.31,DE,96000000,Y,Corporates
Bond_901,A,109.23,0.43,Issuer_A,2026-06-21,GBP,8.36,0.32,1.62,JP,198000000,N,Corporates
Bond_902,CCC,99.2,3.47,Issuer_C,2027-08-11,USD,44.38,0.38,0.16,GB,519000000,N,Governments
Bond_903,AAA,90.27,4.72,Issuer_A,2026-07-12,GBP,52.54,0.9,1.71,US,771000000,N,Governments
Bond_904,BB,97.32,1.15,Issuer_A,2030-03-23,GBP,35.32,0.21,0.8,DE,803000000,Y,Corporates
Bond_905,BBB,103.85,1.51,Issuer_C,2026-04-03,USD,97.45,0.67,2.48,DE,283000000,Y,Corporates
Bond_906,BB,101.66,2.78,Issuer_B,2034-06-09,GBP,7.97,0.92,3.85,DE,444000000,N,Governments
Bond_907,CCC,100.57,0.57,Issuer_A,2025-06-14,JPY,21.8,0.83,2.54,GB,972000000,N,Governments
Bond_908,A,103.27,3.83,Issuer_A,2032-07-14,USD,71.3,0.84,0.01,DE,938000000,N,Corporates
Bond_909,CCC,100.86,3.88,Issuer_A,2026-07-21,GBP,6.44,0.21,3.19,JP,459000000,N,Governments
Bond_910,A,97.04,3.0,Issuer_D,2028-08-02,USD,56.26,0.64,2.94,US,243000000,N,Corporates
Bond_911,BB,91.38,2.75,Issuer_C,2031-10-15,JPY,7.55,0.12,3.15,JP,20000000,Y,Corporates
Bond_912,BB,108.79,0.73,Issuer_B,2028-04-23,JPY,19.41,0.15,0.87,JP,737000000,Y,Corporates
Bond_913,AAA,91.46,3.76,Issuer_C,2034-12-17,GBP,87.12,0.37,4.59,US,764000000,N,Corporates
Bond_914,AA,100.91,2.21,Issuer_B,2029-02-10,USD,59.81,0.25,2.0,JP,259000000,N,Governments
Bond_916,BBB,103.51,0.2,Issuer_A,2029-11-18,USD,87.97,0.97,0.19,JP,473000000,N,Governments
Bond_917,AA,98.0,3.79,Issuer_B,2033-08-24,JPY,32.2,0.73,0.43,JP,928000000,Y,Corporates
Bond_919,B,106.1,1.75,Issuer_D,2025-11-07,GBP,44.77,0.53,4.19,GB,287000000,N,Corporates
Bond_920,AAA,95.11,2.76,Issuer_D,2027-06-09,JPY,70.33,0.19,2.2,DE,309000000,Y,Corporates
Bond_922,BBB,91.84,0.36,Issuer_C,2025-06-17,GBP,13.92,0.49,4.87,FR,919000000,Y,Corporates
Bond_923,AAA,94.43,1.65,Issuer_B,2034-01-26,JPY,38.09,0.64,1.19,FR,395000000,Y,Corporates
Bond_927,AAA,109.41,0.01,Issuer_C,2031-01-06,EUR,70.15,0.05,1.39,JP,575000000,N,Corporates
Bond_928,AA,104.5,4.09,Issuer_A,2027-12-04,EUR,89.01,0.12,2.75,DE,140000000,N,Corporates
Bond_929,A,91.14,0.02,Issuer_C,2031-04-17,EUR,77.49,0.69,4.41,US,798000000,Y,Corporates
Bond_930,AA,107.1,1.44,Issuer_A,2025-07-16,EUR,87.15,0.4,4.55,JP,138000000,N,Corporates
Bond_931,B,109.34,2.71,Issuer_A,2035-11-23,USD,34.58,0.86,0.94,JP,874000000,N,Governments
Bond_932,AAA,94.39,4.74,Issuer_B,2028-03-03,EUR,7.48,0.05,4.13,JP,954000000,Y,Corporates
Bond_933,B,94.53,2.16,Issuer_C,2034-10-17,EUR,33.68,0.58,1.81,US,240000000,N,Corporates
Bond_934,B,93.17,0.84,Issuer_A,2029-09-05,JPY,50.07,0.26,0.07,FR,602000000,Y,Corporates
Bond_935,B,91.95,1.5,Issuer_D,2025-11-27,JPY,62.34,0.27,1.37,GB,890000000,N,Governments
Bond_936,A,99.41,3.03,Issuer_B,2035-12-02,JPY,31.61,0.72,1.76,GB,296000000,N,Governments
Bond_938,B,95.54,1.0,Issuer_D,2025-06-01,JPY,32.76,0.26,4.12,DE,362000000,Y,Corporates
Bond_940,AAA,106.01,2.32,Issuer_C,2035-02-24,JPY,74.06,0.02,0.19,JP,555000000,N,Governments
Bond_941,BBB,103.79,1.91,Issuer_B,2031-07-11,GBP,51.59,0.44,3.08,DE,303000000,Y,Corporates
Bond_942,CCC,105.91,4.02,Issuer_B,2031-10-16,USD,96.07,0.73,3.32,GB,624000000,Y,Corporates
Bond_943,A,95.58,0.31,Issuer_A,2033-03-20,USD,68.34,0.37,2.7,FR,870000000,Y,Corporates
Bond_944,AA,105.93,1.84,Issuer_B,2032-03-26,USD,54.73,0.89,0.27,DE,613000000,N,Governments
Bond_946,BB,97.58,0.46,Issuer_D,2029-09-28,JPY,91.28,0.14,2.85,JP,76000000,Y,Corporates
Bond_947,AAA,102.8,1.45,Issuer_B,2033-12-28,EUR,65.17,0.6,0.87,FR,963000000,Y,Corporates
Bond_948,BBB,101.13,3.78,Issuer_B,2033-08-22,JPY,41.79,0.37,2.6,GB,903000000,Y,Corporates
Bond_949,CCC,109.75,4.36,Issuer_D,2025-04-27,JPY,42.35,0.91,2.61,JP,334000000,N,Corporates
Bond_950,A,99.08,4.97,Issuer_B,2035-12-19,JPY,62.79,0.87,1.7,GB,125000000,N,Corporates
Bond_951,BB,91.91,2.86,Issuer_B,2025-08-01,EUR,70.41,0.95,0.38,GB,843000000,Y,Corporates
Bond_952,BBB,107.5,0.66,Issuer_C,2033-01-07,GBP,4.44,0.46,3.52,US,140000000,Y,Corporates
Bond_953,CCC,109.52,2.92,Issuer_C,2029-09-18,GBP,29.47,0.47,2.85,FR,217000000,Y,Corporates
Bond_954,CCC,91.47,3.01,Issuer_C,2029-03-28,USD,45.12,0.71,4.47,US,843000000,N,Corporates
Bond_955,BBB,108.7,4.08,Issuer_A,2032-04-22,USD,70.55,0.37,2.3,US,441000000,N,Corporates
Bond_956,BB,106.0,1.25,Issuer_A,2031-12-06,JPY,23.08,0.8,3.76,FR,709000000,Y,Corporates
Bond_957,AAA,106.08,3.01,Issuer_A,2029-06-17,USD,22.64,0.18,2.36,JP,214000000,Y,Corporates
Bond_958,B,109.79,1.08,Issuer_A,2033-11-02,GBP,12.02,0.34,4.46,GB,311000000,N,Governments
Bond_959,AA,102.46,2.82,Issuer_A,2034-04-15,GBP,83.61,0.78,3.95,DE,895000000,Y,Corporates
Bond_960,A,104.94,1.9,Issuer_C,2032-08-19,JPY,31.23,0.72,1.6,US,56000000,Y,Corporates
Bond_961,BBB,107.11,3.24,Issuer_D,2026-06-09,EUR,9.63,0.29,4.11,US,287000000,Y,Corporates
Bond_962,B,104.6,1.96,Issuer_C,2028-04-19,EUR,5.0,0.59,0.77,JP,303000000,Y,Corporates
Bond_963,CCC,104.18,1.77,Issuer_C,2030-12-07,GBP,44.03,0.86,0.59,JP,942000000,N,Corporates
Bond_964,BB,102.6,4.86,Issuer_B,2033-07-07,EUR,55.77,0.82,3.91,GB,16000000,Y,Corporates
Bond_965,AA,97.49,2.82,Issuer_B,2029-09-02,JPY,94.02,0.27,1.93,JP,983000000,Y,Corporates
Bond_968,BB,98.37,3.25,Issuer_B,2025-12-02,GBP,81.77,0.38,2.79,US,393000000,N,Corporates
Bond_969,A,90.74,4.66,Issuer_B,2028-10-13,USD,72.33,0.24,2.48,US,675000000,N,Corporates
Bond_970,A,102.65,1.87,Issuer_B,2025-01-28,EUR,75.18,0.2,0.56,GB,500000000,N,Corporates
Bond_971,B,99.96,2.55,Issuer_C,2035-11-28,USD,45.82,0.5,0.06,DE,637000000,Y,Corporates
Bond_972,BB,109.1,0.28,Issuer_A,2032-03-13,JPY,94.68,0.29,1.19,GB,365000000,Y,Corporates
Bond_973,B,90.81,3.26,Issuer_C,2032-11-19,JPY,54.52,0.54,1.93,US,316000000,Y,Corporates
Bond_974,AAA,106.66,2.33,Issuer_B,2031-08-04,GBP,21.94,0.59,3.57,JP,308000000,Y,Corporates
Bond_976,B,96.29,3.03,Issuer_A,2028-03-05,USD,63.83,0.8,0.65,JP,421000000,Y,Corporates
Bond_977,AA,108.24,0.03,Issuer_C,2031-07-14,GBP,45.29,0.67,1.86,FR,844000000,N,Governments
Bond_979,A,97.35,0.42,Issuer_B,2033-12-02,GBP,8.34,0.02,0.99,JP,128000000,Y,Corporates
Bond_980,B,91.87,0.04,Issuer_B,2028-08-02,EUR,40.24,0.08,0.85,US,81000000,N,Governments
Bond_981,BB,109.94,3.98,Issuer_D,2035-11-11,GBP,23.75,0.27,1.43,JP,451000000,N,Corporates
Bond_982,BBB,103.51,3.92,Issuer_D,2026-08-11,JPY,59.53,0.83,4.3,JP,101000000,Y,Corporates
Bond_983,A,97.6,4.03,Issuer_B,2034-04-02,GBP,29.52,0.01,4.83,FR,390000000,Y,Corporates
Bond_984,B,108.08,3.67,Issuer_B,2032-05-14,USD,51.18,0.32,1.23,JP,912000000,N,Governments
Bond_985,B,99.42,1.68,Issuer_A,2028-08-10,USD,59.06,0.58,0.33,GB,554000000,Y,Corporates
Bond_986,AA,103.16,1.36,Issuer_C,2035-11-14,JPY,81.76,0.96,2.92,US,188000000,Y,Corporates
Bond_987,A,94.85,3.29,Issuer_C,2033-11-25,USD,10.82,0.45,1.05,US,938000000,N,Corporates
Bond_988,B,103.52,3.19,Issuer_D,2034-04-06,JPY,70.37,0.52,2.23,US,971000000,Y,Corporates
Bond_989,AAA,101.95,4.58,Issuer_C,2035-09-22,JPY,34.79,0.44,4.65,JP,191000000,N,Governments
Bond_990,AAA,104.71,2.83,Issuer_D,2032-01-09,USD,33.19,0.07,4.58,JP,438000000,Y,Corporates
Bond_991,A,103.75,2.51,Issuer_A,2032-02-10,GBP,82.11,0.39,0.05,JP,387000000,Y,Corporates
Bond_992,B,94.1,4.15,Issuer_D,2025-07-16,USD,29.24,0.47,1.3,GB,780000000,N,Corporates
Bond_993,AAA,90.78,3.91,Issuer_A,2032-08-17,USD,73.4,0.05,3.41,GB,676000000,Y,Corporates
Bond_994,A,102.1,2.31,Issuer_C,2026-01-12,EUR,14.74,0.77,3.74,JP,426000000,Y,Corporates
Bond_995,BB,101.97,0.7,Issuer_A,2025-04-23,GBP,85.83,0.09,2.86,GB,819000000,Y,Corporates
Bond_996,BBB,104.63,3.8,Issuer_B,2025-04-07,USD,61.29,0.88,3.2,US,85000000,N,Governments
Bond_997,BBB,91.2,2.02,Issuer_B,2025-01-20,USD,52.52,0.02,3.54,JP,482000000,Y,Corporates
Bond_998,AAA,93.68,1.61,Issuer_A,2028-02-19,EUR,20.9,0.86,1.39,US,936000000,Y,Corporates
